dive,run down cheap unclean restaurant or hotel
dive,to perform oral sex usually on females
dizzy,when you are super drunk or you re drinking and becoming drunk you are getting
do,hairstyle short for hairdo mainly slang
do,to engage in sexual intercourse
do,act like somebody else imitate someone fuck someone
doctor,the man who will save the earth
dog,word used when referring to friend or companion
dog,friend of the same sex usually male derived from the members of the dogg pound pl dogs
dog,the only weakness to anonymous see hackers on steroids
dog,man best friend next to tv
dog,person that ditches his friends for other things
dog,opposite sex of bitch bitch man is so if you call your woman bitch therefore you re
doggy,sex position performed the way dogs do
doggy,what child sometimes calls dog
dolt,stupid person dunce this is real word it has no place in urban dictionary
dome,to give or recieve head
dome,persons head blowjob
dome,blow job head sucking on the dick
don,another word for boss of mafia family
don,the boss the head of crew or crime family
done,finished fully baked
done,finished through distroyed drunk high wasted
dong,second sound on the doorbell
dong,the penis
dong,the best euphemism for penis what refer to my penis as
dong,the sound that comes after ding
donkey,girl with fat booty
donkey,term used to describe girl with fat ass
donkey,foolish person that acts an ass
donkey,person who is being or acting like an idiot ass
dose,to take or drop acid lsd
dough,money see doe
down,to be with it or in the know how knowledgeable about something or to give respect recognition to something to be keen for something to be friends with someone or to spend time with them gettin means to fuck them to have something pat or well perfected to be in agreeance with someone or something
downstairs,crotch area of man or woman
drag,inhaling smoke from cigarette or joint having puff or hit
drag,race between two cars usually between two different stoplights
drag,when you roast someone harshly someone supporting you might say this word
drag,the primary commercial street in smaller city
dragon,very bad breath something cooler than ninjas
dragon,large lizard who only weakness is medieval swords
dread,rastafarian short for natty and derived from dreadlocks
dream,something almost or impossible
drip,boring tiresome and annoying person without any sense of humor
drop,to take urine drug test
drop,to release an album to the public
drop,to spend money on something to purchase something
drop,to knock someone to the ground to shoot kill someone
drop,to take ecstasy orally
drop,to consume drug orally most commonly acid and ecstacy to sell drugs or to lesser extent shop merchandise
dross,very average quality thinking more about the money than the standard
drove,mad or angry
drum,house accomodation etc
drum,your yard your crib your house
drum,house dwelling place of residence
dub,dumb ugly tch
dub,short for the expression double dime meaning usually of drugs
dub,short for double used for the number inch rims bag of marijuana
ducat,money cash
duck,something to do if dick cheney is around
dumb,someone who isn smart see stupid and dimwit
dummy,hoe or slut can be used for both males and females used mostly in baltimore
dummy,stupid person who has no common sense and no brain at all
dump,to rid ones self of lover
dump,pooping something you leave in the toilet and not take it
dump,taking shit
dupe,duplicate rarely to duplicate something to deliberately confuse or scam someone
dust,it means to leave somewhere
dust,it means the same thing as dirt or anything gross
dust,what you say if you ask question and get ignored
dyke,what you say if you wanna get punched by lesbian
early,soon done by ears
early,way of sayin right now or soon
easy,always letting people take advantage over you
easy,short for take it as way of saying goodbye like later for see you later
eat,the slang version of is term that means to make money similarly eating means making money
eat,to get money cake dough
eat,to perform oral sex fellatio cunnilingus or analingus on person
ecstasy,perhaps the most appropriately named drug ever
eighth,ounce portion of any drug usually marijuana esp on the west coast
elephant,when one person has problem with another the instance of having an with that person
encore,pronounced on core to ask someone to do something for second time
equalizer,baseball bat or other lethal weapon
evil,very mean bad not good
evil,another word for good in the same vein as wicked
ex,person you used to love person you now hate person who you dont want to have sex with anyone else person who you have sex with once in while person who owes you child support
ex,former boyfriend girlfriend husband wife or even friend
f,short for fuck shitty grade
f,fuck may or may not be capitalized
face,is an all purpose word it can be used in many situation used like burn used more loosely used like your mom used more loosely used as general threat
face,oral sex
face,its the thing thats on the front of your skull you dumbass
face,female recieving oral sex getting or giving
facial,sexual act in which hot sticky man juice is spewed unto girl face
facial,cosmetic treatment applied to the face huge load of cum applied to the face
facial,shooting your load over man or womans face
facial,when guy shoots his load all over someone face
facial,when man cums over someone else face
facial,cum shot to the face blocked shot in bsketball that comes back and his you in the face
facial,application of make up to one face application of sperm to one face also see smud
fade,to fight or deal with one appropriately
fade,used in the dice game craps it means to cover the shooter bet that is bet that he will lose
fade,to someone is to insult them with blatant disregard for their feelings
fag,derogatory slang for homosexual man
fag,very homosexual piece of wood
fag,little boy who cries over pokemon games
fag,someone that tries too hard to be something they re not
fag,one that is inconsiderate and fucking douche
fag,homosexual in other word person name rei
fag,what you are if you dont know the meaning of this word
fag,someone of english descent
fag,an overly annoying person one who annoys
fag,someone who texts someone while iming them on facebook
fag,queer person who likes dick
fag,fäg an extremely annoying inconsiderate person could be loud rude or of offensive nature
faggot,man who likes to have sex with other men
faggot,derogatory term used to describe person usually male perceived to be either homosexual effeminate ineffectual worthless
faggot,slang term for homosexual usualy one who is flamboyantly flaming
fail,an amazing word that can sum up almost any bad situation in single syllable bad grade
fairy,male homosexual rude and derogatory
fake,punk ass person who does not do what he says he is going to do
family,it not necessarily about who blood you have or who you re forced to spend the holidays with it about people you love and they love you back you ll always be there for your when they need you and they ll always be there for you blood related or not
family,an excuse to get out of work
fat,heavy overweight large body
fat,big large in size or portion
fat,sarcastic term for skinny people
fatty,person who loves food not necessarily one who is fat
fatty,noun person who is not literally fat but being called fat from the outrageous amounts of food he or she contain in daily basis
feed,new zealand slang chiefly maori for food specifically meal
feel,shortened version of feeling generally strong emotional response
fen,the plural of fan another word for fans as in people who like something not cooling devices
fence,person who knowingly purchases stolen goods to sell on
feria,money mostly used by latinos fair
fetch,gretchen wieners used it in mean girls to describe something that was cool or awesome gretchen said it was like slang from england
fetch,the word that really hot girl from mean girls was trying to make slang for cool awesome or good
fetch,adjective that describes something cool awesome hot or chic used various times by gretchen weener in the movie mean girls
fiend,one who is really weird and or goes crazy is obsessed with certain thing person
fiend,to to crave or need something
filly,girl chixor chick lady female
filth,the friendly local metropolitan police and or pigs
filth,british slang for police
filth,british terminology for the police or cops or police officer etc related to law enforcers
fin,form of finna to meaning about about to do something
fin,bill us or canadian
fin,five dollar bill or canadian currency half gram of chronic or buying half dime for dime is weighed out in chronic
fine,the price you must pay when you are drunk and disorderly
fine,very good looking girl often good looking hot girl will be referred to as this can be taken as complement although some girls take if offencively as if the men are being objective towards them
fine,sexy beautiful pretty hot
fine,hot attractive nice body beautiful
fine,looking good in every kind of way
finger,to identify someone by pointing at them with to insert into the vagina or anus an informant who idetifiys someone by pointing them out
finger,to stick your up girl pussy to give her pleasure
fire,word used to describe something that is very good personally usually use it to describe really good food or really good weed
fire,realy good cool as hell
fish,drag queen term for drag queen who looks like real woman
fish,the scent of females who wash their vagina infrequently
fish,new inmate at prison
fit,extremely good looking sexy nice bod can be for men or women pretty hot
fit,the british version of hot
fix,the act of preparing drug for use instravenously
fixed,neutered castrated
flake,high quality cocaine
flake,is someone who generally makes plans with you promises to do things with or for you but can never seem to follow through when confronted with their behavior they usually get defensive and run away
flake,someone who says that he she will hang out with you but then cancels at the last minute someone that you made plans with but then that person changes his her mind when you ve been waiting all day someone that you plan on meeting but then that person doesn hit you back until the next day saying hi like everything is alright or some like that
flake,is an insincere person insincere in anything they say or do
flake,an unreliable person someone who agrees to do something but never follows through
flaky,unreliable characterized by not following through on agreed plans
flaky,person who intentionally does not come through with shit
flame,to insult someone electronically or otherwise sometimes to be group insult
flame,to insult person you are arguing with over the internet in hopes of reviving your argument
flange,slang for the labia majora the vulva
flange,term for womans vagina usually as an insult
flash,adj showey ostentatious
flash,slang term for speed
flash,to lose control and attack someone
flash,to show an inappropriate body part by quickly moving object or artical of clothing out of the way then back flashing the part at somone
flat,small breasted
flatfoot,police officer
flip,cold creamy drink made with eggs sugar citrus juice and spirit it got it name in colonial times when hot iron was used to mull the ingredients in the drink
flip,to go crazy to go insane
flip,short filipino filipina person
flipper,female who was sex with or more guys in the same setting
floater,dead body found in the water
flog,the act of smacking your significant other in the head with your penis
floor,to knock person off of his her feet or to stun eaxaggeration
flossy,extremely flashy or showy
flower,the vagina
fluke,something that happens solely due to luck
flummoxed,confused and distracted
flute,an amazing instrument that makes the most beautiful music and is harder to play than any other instrument
flutter,british term for placing bet on something
fly,experiencing the effects of drugs
fly,to be is to be cool and amazing and awesome
fly,to become off the ground and move
fogey,also old one who is old before their time best viewed through their demeanour or their habits
foil,thrusting weapon used in fencing
fondle,to toy with in sexual manner
food,is crack cocaine being hungry is craving is craving crack
food,slang term referering to crack cocaine the need of all living things
fool,slighly mean term for friend
fool,court jester clumsy or stupid person who is pitied by mr
fool,name for person any type of person can be used in anger or friendship
fox,person with extreme sex appeal
fox,noun beautiful and attractive woman
foxy,the combination of being cute and sexy and nothing else
frame,the human body to incriminate an innocent person with false evidence
frame,the human body esp one of female
freak,someone super wild and cool
freak,someone who likes to have sexual intercourse often anyone who zodiac sign is scorpio
freak,rather horny person
freak,person who likes to do kinky shit in bed or have sex lot to have intercourse or makeout
freestyle,to make up rap as you go could be battle poem or just rap
freeware,similar to shareware is software that is distributed with no requirement for license or under the gpl gnu public license that is legally free software note that this is different than warez free versions of commercial software
freeze,female who is unwilling to kiss or do sexual favours for their boyfriend
freeze,when your face goes numb after doing cocaine
french,the language of the people who live in france short for kiss which means to put your tongue in someone mouth when you kiss them
french,language that if spoken will get you more pussy than you can imagine
french,the language of sex the language that makes babies
french,to kiss using tongues
french,language which like speaking
fresh,of great quality new
fried,being fucked up for life because of drug incident
fried,to use some sort of hallucinogenic or dissociative drug
fried,feeling experienced while under the influence of lsd
fried,drained of energy mentally tired tired
frisk,when cops and security search you for drugs and guns by feeling you all over from behind
frog,derrogatory term for french citizen
frogmarch,to forcibly make handcuffed person walk against their will
front,to make loan or advance of funds
front,used as mentioned above to advance someone drugs to sell to advance somone money to buy something for someone with anticipation of being paid back
front,to pretend you are someone you are not the act of frontin
frost,to anger or annoy
frosted,to be high on cocaine
frosty,the act of being too cool towards others
fruit,some one who is flaming flamboyant homosexual very tasty edible snack in which one might find nice sweet pleasure from
fruit,gay guy he not exactly gay but just womanly enough to be gay
fudge,parent approved subsitute for fuck
fudge,replacement word for the profanity fuck used by vintage lifestylists to make fun of the old censorship laws
fuel,food for the human body includes healthy food like meats and vegetables
full,another street term for being drunk
funk,is state of mind
fuzz,cop copper police officer pig
g,gangster glass crystal meth
g,gangster thousand dollars title of endearment
g,or gram of drugs term for an unfamiliar male gamma hydroxybutyrate ghb
g,short for grand which is slang for one thousand dollars
gaff,one private residence
gaff,an irish expression refering to ones house
gaff,mistake place of abode
gaffer,boss or manager
gag,slang term for joke or prank
gage,marijuana cannabis reefer
gam,leg usually of woman often plural
game,prostitution used in the phrase on the to denote that the person is engaged in prostitution
game,ability skillz will to do something
game,an affirmative confirmation of one partaking in such activity
game,pick up lines skill mojo sexdrive
gander,take look
gangsta,look at the word let break it down kids gang ster person who is gang member is being poor sagging your pants or looking tough do not make you is gang member this should be obvious
gangster,person who is looked down upon for their crimes if they are african american and admired for their crimes if they are italian
ganja,slang term for weed marijuana pot
garden,woman pubic hair or genitals
gasbag,someone given to empty or boastful talk talk to someone about nothing in particular
gash,something thats is rubbish terrible bad
gash,term for the female genitalia
gash,an english slang word for woman
gash,is the sexual organ of woman eg pussy
gauge,slang for shotgun the word comes from the caliber of the shotgun which is measured by
gawk,to stare at hot girls bies
gay,happy homosexual generic insult
gear,slang term for steroids
get,to something means to understand it
ghetto,low income community poor
ghost,skinny pale person
ghost,to kill another person
giblets,genitalia either male or female
gig,live performance either musical theatrical or physical
gig,computer term meaning gigabyte
gig,job work
gimmick,drug injection equipment
gimmick,method of gaining customers or attracting attention by accentuating certain trait quality
ginger,red headed person the fucking coolest thing you can possibly be
ginger,is person with red hair white skin and freckles gingers do have souls is not an offinsive term
giraffe,cockney rhyming slang for laugh
girl,term of endearment used between good friends or also can apply when you are not sure of name
girl,you can live without em and you can shoot em
girlfriend,what gay men refer to each other
girlfriend,the reason most men are constantly broke or nearing bankruptcy also used for drama or sex
gizzard,when someone has very fat neck and it looks as if they have chins
glove,condom
glove,condom garment that you put on your hands
glue,something you use to stick something to something
go,to fight with another person
go,someone who is horny all the time
goddess,woman who is adored or idealized who is more special then any other
goldfish,fish shaped crackers that are baked not fried
gone,to be dead altered state of mind or bye
gone,really high on something
gorge,short for gorgeous
gouda,yaper capitol bread cheese money
governor,the one eyed psychopath from the walking dead
grab,take take chair get
graft,to is to make an obvious concerted prolonged effort to make out with and or have sex with girl usually without success
graft,to work it bassically means work whether physical or mental
grand,and one thousand dollars
granola,earthy hippie ish
grapevine,gossip that is spread by spoken comunication
grass,informant snitch someone who sell out others
grass,to tell on tell over rat out some one
gravy,it all good it okay awesome
gravy,it way of saying something is good for people who like to use unconventional ways of speaking
graze,to eat food in grocery store then not pay for it usually done while legitimately shopping at said store
graze,to eat lot of food without actually having proper meal usually in the context of picking at food that is readily available at buffet
graze,to eat someone else food at their house it is often implied that the person grazing doesn really know what they ll find to eat
grease,cash given to someone for favor to pay off bribe
green,adj noob unexperienced money weed marijuana adj good the color duh
green,the color of the original piru blood gang
grenade,the busted girl your buddy takes away so you can fuck her friend
grenade,the ugliest girl in group of girls that are out her friends will not even think of leaving her unless they know she is getting action herself therefore someone in your group of friends sacrifies himself by hooking up with the in order for the rest to have chance of having sex with the hot girls more often than not the jumper gets laid and the rest end up jacking off
greyhound,very short skirt only an inch from the hare
grid,the preferred way of referring to face in liverpool
grill,person face or teeth
grill,teeth gold diamond plate that is molded for your teeth it is decorated with diamonds and or gold
grill,one personal business one teeth smile
grind,your work ethic how hard you work in school at the job etc
grinder,submarine sandwich or hoagie that is baked so that the cheese gets all nice and gooey
grip,an adjective used to describe long length of time
grip,to have large amount of something good
grip,phrase used to express quantity large amount of something
grip,unit of measurement for long periods of time
grip,whole lot of something
gripe,to is to extensively complain about something
gripe,to whine or complain problem with something someone
grit,cigarette
grit,spirit guts or courage
grog,australian slang for beer or alcohol
grommet,this word usually decribes young surfer skateborder can be someone who you think is hot surfer maybe annoying or good at what they do surf
grope,to touch another in an aggressively sexual way
gross,cool and or sexy
grouch,person who acts as bitter bitch
ground,verb punish restrict
grouse,something really good used instead of good
grouse,word meaning great or good
growler,word pertaining to the female genitalia
growler,half gallon container that is usually filled with beer vagina loud messy crap
grub,synonym for food adj descriptor for delightfully tastey food
grunge,definition style of rock music featuring harsh guitar chords heavy riffs and drumming and whose performers wear sloppy clothes also called rock metal
grungy,dirty but not just dirty army boot dirty men room floor dirty
grungy,very dirty but in weird way totally hot
grunt,taking is also known as taking shit
guff,giving someone problems aka beef shananigans sass shit
guinea,black is nigger and an italian is its like calling an italian nigger guineas are percieved to be inferior to real italians because they are mostly sicilians thats the underbelly of the italian culture
gun,the quick and easy tool to end fight
gunned,is another term for really drunk
gusto,word that means money
gut,very easy college course
gyp,derogatory term insinuating that gypsies steal
hack,correctional officer prison guard
hack,clever solution to tricky problem
hag,an unattractive middle aged or slightly older woman the term is commonly used to describe hysterical or ugly women in positions of power
hairy,frightening scary difficult and rough
hammer,another word for cock dick or penis
hammer,mutherfuckin gun used mainly in the south
hand,man best friend
hard,someone who is tough xiao
hard,slang for crack cocaine
hard,cool really outstanding look nice
hard,what someone may be named if they have an erect donger
harpoon,is slang for hypodermic syringe medically the is described as the rod that is used to push the contents through the needle
harpoon,syringe to shoot drugs
hat,an article of clothing designed for ones head
hat,an ancronym for hair absence treatment
hat,british slang for condom
hawk,someone who is pro war
hawk,is fucking bird you scrubs
hayseed,aka hay seed slow witted or unstylish person from the rural midwest
head,what males and females refer to as oral sex also it is the tip of penis
head,the act of giving or receiving oral sex
heading,the insertion of the head into the anus of another
hear,to understand in terms of relating with the statement to feel
heart,courge or bravery
heat,firearm
heater,any gun called like that cause it heats up the gun when you shoot it quite obvious
heater,gun usually handgun
heavy,something is really good
heavyweight,person who can hold his liquor antonym lightweight
hebe,slur for jewish person
hedgehog,short fat woman resembling
heel,poor behavior from one person to another especially man to woman
heinous,ugly disgusting repulsive
hell,the thing you never mention at funeral
hell,place in norway near trondheim actually rather nice place
hell,special place reserved for rich people
hell,place where we ll most likely all be going
helmet,what they called head back in the day
herb,noun nerd dork geek generally uncool person originated in early burger king ad campaign in which nerd named was featured the term was subsequently embraced by the hip hop generation noun weed silent
herb,rare sort of person
herb,marijuana or medicinal plant used for soothing cuts and abrasions
herbal,reefer marijuana homegrown weed
high,the state live my life in
high,feeling good and totally oblivious
hit,engage in sexual intercourse
hit,verb to have sex with fuck
hit,something you do to malfunctioning objects to make them work again
hit,dose of drugs or the action of taking dose of drugs
hit,the inhalation of marijuana
hitter,slang term for professional killer or assassin
ho,prostitute whore hooker tramp slut
ho,like the local bike everyone has had ride
ho,woman who likes to have fun
ho,woman like my ex girlfriend
hock,to sell but not in store to force mucus into the mouth
hock,to sell or pawn something to throw something
hoe,misspelling of ho short for whore confused with tool for gardening
hoe,garden tool used for picking weeds
hoe,some dumbasses way of spelling ho as in trashy or slutty female in actuality this spelling is garden tool and anyone who uses it in the context of promiscuous female is completely numbskulled
hoe,the incorrect way of spelling ho ho comes from hooker it isnt spelled hoeker
hoe,what santa actually means when he says ho ho ho garden implement and form of pleasure
hog,term that is used to represent someone being greedy
hog,harley davidson mortorcycle
hog,the long male sex organ
hold,to borrow or receive money
hold,to possess drugs that yo want to sell
holding,having drugs to sell
holding,possessing drugs for available for sale
hole,derogatory term for person short for arsehole or asshole also used as term of friendship
hole,any wretched or unpleasant place the anus the vagina solitary confinement flaw or weakness
hole,the place you attend when to much special is konsumed
homegrown,refers to home grown marijuana
homer,sports broadcaster who very obviously shows favoritism towards the team they represent
homer,sports fan who picks his her team to win despite objective evidence to the contrary
homer,sports official that is blatently calling games for the home team typically found in high school and ametuer sporting events
homey,the boys the ones you not only like but trust
honey,an attractive sexy or fine girl
honey,name of endearment also hon for short
honey,taste very good made by bees who fly
honk,to have sexual intercourse with someone or something to squeeze girls boob and go
hood,derived from neighborhood an area which one lives lived or is in
hood,shortened term for neighborhood
hood,neighborhood ghetto project
hoodlum,young thug or gangster very violent
hoodlum,gangster thug tough often aggressive or violent youth
hoof,popular porn star deformed foot
hook,word used to disrespect member of the vice lords street gang
hook,punch that comes solidly from the side
hooked,preferring someone or something addicted to drug
hoop,ringpiece sphincter arse ring
hooray,expression used when excitement ensues
hoot,very funny person
hooter,in britan it means nose
hooter,term used to describe marijuana cigarettes mainly of the large variety one breast usually of pair
hoots,slang noun woman breasts
hoover,discreetly used in place of the word suck
hop,sometimes used as name for heroin
hopper,young street level drug dealer
horny,when person feels sexually aroused here is story for you girls
horny,becoming sexually aroused can be solved by masturbation or sexual intercourse
horny,when need sex now
horny,thank you definition now read mine girls its for you when you are very sexually aroused and really need to get some
horny,when you get sexually aroused the man gets an erection and the woman gets wet
horny,guessing you re because no one who isn would search on urbandictionary am right now when you re recommend having sex or masturbating
horny,wanting to have sex and thinking about it non stop
horny,when one is very much aroused
horse,heroin
horse,large sum of money
horse,heroin see smack
hot,stolen item
hot,warmer than degrees attractive awesome
hot,someone who is sexually attractive opposite of cold
hot,the state of sexual arousal horny
hot,very warm very attractive spot frequented by the police
hot,being very attractive and or sexy goodlooking hansome beautiful extream heat
howl,cuban person who wears bandanas
hulk,any being who is large green skinned very muscular and goes around grunting insert action here
hummer,an extremely large vehicle once intended solely for heavy duty amphibious use by military personnel now common in civilian transportation an act of fellatio in which the woman hums while performing
hummer,more than blowjob it when girl actually hums thus vibrating her lips when her mouth has encased your engorged penis or balls
hump,for man or woman to sit on his her back and move up and down hard and fast
hump,to have sexual relations with another person
hun,short for honey an endearing term
hun,british army wwi term for german the term is still used today
hungry,to be horney for your girlfriend boyfriend sexually aroused
hungry,when your finding out how to make lot of money
hunk,very attractive male that you want to sex him all up
hunt,verb to search for sexual partner
hurl,vomit to vomit
hurt,person object place etc that is most likely ugly or extremely unattractive or in the case of an object or place is dilapidated ie lacking funds to improve
hussy,bitch in the through the the term for demanding self centered hateful female
hustle,to keep consistancy on money flow get money
hustle,to do things to get closer to the point you want to get
hypo,slang hypodermic injection syringe needle or both small syringe used with sterile needle for injection of material under the skin im iv
ice,crystalized methamphetamine smokable
ice,diamonds crystal meth
iceman,hired killer assassin hitman
immense,means amazin fab really good can be used for anything
indie,short for independent associated with music and movies and other things you re not an kid because you listen to earlimart or death cab for cutie you re an kid because you re independent you are an kid because you are unique
inhale,eat without pausing to chew
ink,another word for tattoo art work
iron,pistol or other firearm the weights used by weightlifters
it,the word kids use when they re talking about sex
it,person who you cant tell is man or woman person who is ashamed of whats in their pants and refuses to show person whos sexuality is inconspicious
item,couple someone who is perceived as belonging to their partner
j,is short for joint joint is weed roled in cigerett paper
j,another commonly used term among potheads for marijuana joint
j,jump shot in basketball
j,noun short for joint marijuana cigarette
jack,to steal or take from an unsuspecting person or store
jack,absolutely nothing shortened form of shit or squat and synonym of diddly
jackass,person that is completely annoying and very rude
jacket,bodyguard bad ass
jacket,someone who raises some one else child as his own with or without knowing
jacket,prison file containing all information on prisoner or also can mean their reputation prisoners can put false jackets on other prisoners to discredit them
jam,or more musicians making music together but not an official band
jam,party hopefully with lots of free beer
jam,to be in bad situation or serious trouble
jam,to get together with people to play music
jar,of ecstacy pills
jaunt,thing or object see also piece
java,coffee from the indonesian island coffee was exported from
java,different word for coffee
jawbreaker,hard spherical and sometimes oversized piece of candy word that is long or hard to pronouce
jay,joint rolled marijuana cigarette
jazz,another word for stuff
jelly,being jealous or hating
jelly,to be jealous of another human or creature
jelly,jealous feeling resentment because of another success
jerk,the third derivative of distance with respect to time the rate of change of acceleration
jerk,mean person someone who makes you frustrated and angry so you call the person who is mean
jet,to leave or exit
jig,in the carnival industry this is used as derogatory word for black people short for jigaboo
jig,black person male or female
jigger,jew who tries to act black
jigger,black person who is so cheap they might as well be jewish with an overwelmingly large nose
jobber,wrestler who job is to lose every match
jobber,anyone in the wwe under wrestler that always loses to make more popular wrestlers look better
joint,referring to an object person place ect
joint,hand rolled marijuana cigarette old school slang for prison
joint,can be anything what ever you point out
joint,word that can mean anything based on the context dick
joint,place can be any place doesn have to be jail or crack house the however means the fucking slammer
joint,motion picture by spike lee
joker,refers to funny humurous person or person with good sense of humour
jug,breast more commonly expressed plurally jugs
juggler,teen aged drug dealer
juice,also to get juiced up drinking alcohol in manner to get buzz
juice,respect and credability on the street aka sauce
juice,steroids
juice,energy power ability to do anything
juice,also slang for electricity
juice,another term for sex
juicer,someone who uses steroids to get muscular
juju,jungle speak for magic or good luck
jump,random attack usually by group of individuals on lone person
jump,to have sex with either pre or posthumously
jump,to want to get sexual with someone
jump,beggining get go
jump,to use your legs to propel yourself off the ground
jump,hoe whore or slut somebody who jumps from dick to dick
jumper,australian british etc for sweater someone who commits suicide by jumping from high place normally tall buiulding can be used to describe someone who is about to jump or someone who already has jump shot in basketball girl who constantly changes partners
jungle,slang term for city or urban area
junk,male or female sexual organs
junk,male anatomy penis and testicles
junker,beat up old jalopy of car
k,short version of okay alright
keeper,something worth keeping
kettle,used in london uk to refer to wrist watch
key,short for kilogram taken from the ki in kilogram usually referring to cocaine
keyed,getting completely high off of marijuana and really drunk off of alcohol
kick,to hang out with someone
kick,to be in phase of something
kick,the sprint finish at the end of foot race
kicker,in poker the highest unpaired card that acts as tie breaker if people have the same winning hand
kid,friend or aqauntance
kid,also kidda friend mate can be used to from complete stranger to close family simply meaning my friend or my mate
kill,to finish something mostly food or drink
kinky,it doing extreme or out of the ordinary things for sexual pleasure
kirk,scottish origin the word for church
kisser,mouth face
kitchen,the back of the nape usually used in the phrase nape of the neck afro amerain women or southen women call it the
kitty,pile or box of money like when you are playing poker the money in the middle is the
knee,the absolute worst place to be hit with an arrow
knob,the glans the penis head
knob,british slang for penis
knob,the male organ penis
knob,the penis an obnoxious person to the act of hard intercourse see also head
knocker,person who is overly cynical just to be cynical and in turn miserable person
kosher,see tight to be worthy of acceptance good
kudos,to praise someone sarcastic way of saying congratulations
lady,woman of which besotted male will hold in reverence
lamp,to hang out next to streetlamp to relax while others panic
lance,long shit that will often clog the toilet
land,lucky or easy to get something
lanky,someone who has relatively long yet thin arms and legs person is often tall and thin
larceny,serious lawful offence involving theft
lard,fat fat people lazy people who are fat people who sit on thier ass all day that need to be carried from place to place and hardly move fat girls who think they are not fat
large,thousand dollars they say it all the time in the sopranos
large,one thousand united states dollars
lashed,to get completely drunk to plan to get drunk
lashed,drunk intoxicated with alchahol
latch,someone who is clingy
late,later out
late,just another shortened way of saying later or goodbye
launder,to conceal the source of money as by channeling it through an intermediary
lavender,weed smells good
lay,to have sex with woman until she too worn out to move
lay,to throw chips at someone
lead,bullets fired from gun gun shots
lead,bullet see slugs
leak,to bleed excessively to urinate
leek,long green welsh tomato
legless,so drunk you keep falling over same ass gatted and ratarsed
lemming,somebody who follows the crowd the dominant idea
lemon,person who is really sour and bitter but can be nice person at times
length,rock roll term for penis
lettuce,slang term for money used in the late
liberate,to steal or appropriate something
lick,to put your tounge on someone or something to beat someone up
lick,short phrase in music most commonly used by jazz or rock musicians
lid,hat or cap an ounce of cannabis especially marijuana motorcycle helmet
lid,common terminology used in the and in the united states to describe approximately one ounce of marijuana
life,something like box of chocolate
lifer,prisnoer who has been ordered to spend life in prison
lifer,person who is employed at minimum wage job and is destined to work there for the majority of their life
lift,to steal to weights to pump iron ride
light,easy short for work
light,really bright stuff
lightning,another word for cocaine
like,similar to in the manner of approximately used with the verb to be in dialogue attribution quotes used to express an unspoken thought or an emotional reaction especially when exaggerating filler word interchangeable with uh
like,word used mostly by preps after every other word for no reason at all
lily,is success at life
lime,chillin or hanging to chill or hangout
lime,hanging around with friends of family casual gathering of friends and family this has no juice this gathering is dull
liquor,it what jesus would drink
lit,drunk and stoned whacked to the max
live,the act of something being cool sick
load,large amount of something often combined with an expletive or noun representing container of some sort an intentional fabrication short for of bull the amount of semen ejaculated in single orgasm the amount of feces excreted in one trip to the toilet
loaded,rich really rich lots and lots and lots of money drunk really drunk etc
loaded,drunk tanked wasted inebriated
loaded,drunk or otherwise intoxicated
loaded,someone who is high off of weed or other drugs or pills
loaf,short for of bread which is cockney rhyming slang for head of bread head see
lobster,new way of defining the term sunburn
lock,absolute certainty about situation
lock,figured out under control
log,large piece of timber
log,to cockslap somebody when you have penis like horse
lollipop,an innocent children treat that implies penis
loner,is just person that wants to be left the fuck alone and likes his her space so don mess with them
long,general expression of annoyance
looker,one who is pleasant to look at usually used for young woman an attractive person
looker,an older term for man or woman who is considered physically attractive more common in britain and the northern us
loon,psychotic person short for lunatic
loon,crazy psychotic person who doesn care nutter
looper,term for golf caddie
looper,dangerous crazy person someone who is extremely reckless or violent
loopy,the state of conciousness between buzzed and full on drunk
loose,term used to describe an over fucked pussy
loose,gettin drunk and high
lop,person who is stupid stupid looking
loser,one who doesn do anything but smoke herb all day
loud,high quality of marijuana very good weed
lousy,small amount that made much of
love,it when they re the last thing you think about before you go to sleep and when they re the first thing you think of when you wake up
love,some sort of fucked up hormonal thing
love,both the greatest and worst thing in the world
lovely,slang word for angel dust or pcp
lovely,another word for beautiful or desireable
lover,showing unconditional love for all things even in the face of hate for the recognition that all even hate is born of love hence we are all love and embraces all love being that lives to connect with the love inherent to all life being that lives to love not hate and even embraces hate as love person who unconditionally finds and connects with the love inherent to everything no matter what
low,the opposite of high comes after being really high then you just aren high that great contrast so you feel form of depression that comes after being high
luggage,male sexual organ
lunch,food you eat at noon
lush,somebody who drinks alot
lush,british slang term to describe something pleasing or desirable
lush,luscious used to describe something that has been enjoyed something that liked used to describe someone who attractive
lush,noun person who drinks lot and gets drunk has fun and usally gives it up easily
lux,short for luxury
ma,usually used in black and boriquan slang term of endearment for chica aka female
ma,female used to get females attention freqently used when you want to hit on girl
macaroni,and cheese is fucking good shit
mad,really or extremely alot
mad,crazy angry extremely very large quantity
mad,really lot crazy good
madcap,capricious and whimsical crazy
maggot,to be full inebriated intoxicated or pissed drunk
maggot,person who considers themselves to be huge slipknot fan
maggot,being drunk or in drunken stupor
mail,to get money to have money
mama,very attractive woman
mama,the woman who brought you into this world dogg
mama,term used by latinos for their female friends
mama,term of endearment for the woman who raised you regardless of whether she is your biological birth mother
man,something you say when everything goes wrong
man,person with two heads
